Exercise,DifficultyLevel,TargetMuscleGroup,PrimaryEquipment,#PrimaryItems,SecondaryEquipment,#SecondaryItems,BodyRegion,ForceType,PrimaryExerciseClassification
Ring Maltese Push Up,Expert,Chest,Gymnastic Rings,2.0,,0.0,Upper Body,Push,Calisthenics
Ring Tuck Planche Push Up,Expert,Chest,Gymnastic Rings,2.0,,0.0,Upper Body,Push,Calisthenics
Parallette L Sit to Tuck Planche Push Up,Expert,Chest,Parallette Bars,2.0,,0.0,Upper Body,Push,Calisthenics
Ring L Sit to Tuck Planche Push Up,Expert,Chest,Gymnastic Rings,2.0,,0.0,Upper Body,Push,Calisthenics
Bar Advanced Tuck Front Lever Pull Up,Expert,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar Gironda Sternum Chin Up,Expert,Biceps,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar L Sit Archer Pull Up,Expert,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar Straddle Front Lever Pull Up,Expert,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar Strict Muscle Up,Expert,Back,Pull Up Bar,1.0,,0.0,Upper Body,Push & Pull,Calisthenics
Bar Tuck Front Lever Pull Up,Expert,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bodyweight Tuck Planche Push Up,Expert,Chest,Bodyweight,1.0,,0.0,Upper Body,Push,Calisthenics
Double Clubbell Asynchronous Mill,Expert,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Order Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Clubbell Order Alternating Step Up,Novice,Quadriceps,Clubbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Bodyweight L Sit,Expert,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Calisthenics
Bodyweight Single Arm L Sit,Master,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Calisthenics
Alternating Single Arm Kettlebell Low Hold Alternating Lateral Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Lateral Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Reverse Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Alternating Lateral Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Alternating Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Parallette V Sit to Pike Press Handstand,Expert,Shoulders,Parallette Bars,2.0,,0.0,Upper Body,Push,Calisthenics
Ring Pseudo Planche Push Up,Expert,Chest,Gymnastic Rings,2.0,,0.0,Upper Body,Push,Calisthenics
Single Arm Macebell Order Contralateral Cossack Squat,Novice,Quadriceps,Macebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Macebell Order Low Switch Cossack Squat,Intermediate,Quadriceps,Macebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Macebell Order Alternating Cossack Squat,Novice,Quadriceps,Macebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Macebell Order Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Macebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Stability Ball Feet Elevated Glute Bridge,Novice,Glutes,Stability Ball,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Bodyweight Mountain Climber,Novice,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Calisthenics
Suspension Feet Elevated Mountain Climber,Intermediate,Abdominals,Suspension Trainer,1.0,,0.0,Midsection,Other,Unsorted*
Bodyweight Straddle L Sit,Expert,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Calisthenics
Single Arm Kettlebell Bottoms Up Front Rack Alternating Reverse Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Cossack Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Wall Facing Handstand Push Up,Expert,Shoulders,Bodyweight,1.0,,0.0,Upper Body,Push,Calisthenics
Ring Pelican Push Up,Expert,Chest,Gymnastic Rings,2.0,,0.0,Upper Body,Push,Calisthenics
Barbell Back Rack Alternating Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Alternating Step Up,Intermediate,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Ring Feet Elevated Pelican Push Up,Expert,Chest,Gymnastic Rings,2.0,Bench (Flat),1.0,Upper Body,Push,Calisthenics
Suspension Pelican Push Up,Expert,Chest,Suspension Trainer,1.0,,0.0,Upper Body,Push,Unsorted*
Ring Tuck L Sit,Intermediate,Abdominals,Gymnastic Rings,2.0,,0.0,Midsection,Other,Calisthenics
Ring Tuck L Sit Hang,Intermediate,Abdominals,Gymnastic Rings,2.0,,0.0,Midsection,Other,Calisthenics
Bar Tuck L Sit Hang,Intermediate,Abdominals,Pull Up Bar,1.0,,0.0,Midsection,Other,Calisthenics
Single Arm Kettlebell Overhead Alternating Lateral Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Overhead Alternating Forward Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Ring Mountain Climber,Intermediate,Abdominals,Gymnastic Rings,2.0,,0.0,Midsection,Other,Calisthenics
Ring Feet Elevated Mountain Climber,Intermediate,Abdominals,Gymnastic Rings,2.0,,0.0,Midsection,Other,Calisthenics
Single Arm Kettlebell Overhead Alternating Reverse Lunge,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Ring Dead Hang,Beginner,Back,Gymnastic Rings,2.0,,0.0,Upper Body,Other,Calisthenics
Parallette Kneeling Push Up,Beginner,Chest,Parallette Bars,2.0,,1.0,Upper Body,Push,Calisthenics
Clubbell Outside Circle,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Single Arm Macebell Order Carry,Novice,Forearms,Macebell,1.0,,0.0,Full Body,Other,Unsorted*
Clubbell Order Carry,Novice,Forearms,Clubbell,1.0,,0.0,Full Body,Other,Unsorted*
Macebell Order Carry,Novice,Forearms,Macebell,1.0,,0.0,Full Body,Other,Unsorted*
Macebell Order March,Novice,Abdominals,Macebell,1.0,,0.0,Midsection,Other,Balance
Single Arm Macebell Order March,Novice,Abdominals,Macebell,1.0,,0.0,Midsection,Other,Balance
Single Arm Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Alternating Forward Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,Advanced,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Stability Ball T's Y's I's,Beginner,Shoulders,Stability Ball,1.0,,0.0,Upper Body,Pull,Postural
Resistance Band Reverse Fly,Beginner,Shoulders,Resistance Band,1.0,,0.0,Upper Body,Pull,Unsorted*
Resistance Band Lateral Raise,Beginner,Shoulders,Resistance Band,1.0,,0.0,Upper Body,Push,Bodybuilding
Double Dumbbell Lateral Raise,Beginner,Shoulders,Dumbbell,2.0,,0.0,Upper Body,Push,Bodybuilding
Single Arm Resistance Band Standing Shoulder External Rotation,Beginner,Shoulders,Resistance Band,1.0,,0.0,Upper Body,Pull,Unsorted*
Double Dumbbell Seated Lateral Raise,Beginner,Shoulders,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Single Arm Dumbbell Side Lying Shoulder External Rotation,Beginner,Shoulders,Dumbbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Miniband Standing Shoulder External Rotation,Beginner,Shoulders,Miniband,1.0,,0.0,Upper Body,Pull,Unsorted*
Single Arm Dumbbell Side Lying Shoulder Internal Rotation,Beginner,Shoulders,Dumbbell,1.0,,0.0,Upper Body,Unsorted*,Unsorted*
Stability Ball Double Dumbbell Seated Arnold Press,Beginner,Shoulders,Stability Ball,1.0,Dumbbell,2.0,Upper Body,Push,Unsorted*
Single Arm Cable Lateral Raise,Beginner,Shoulders,Cable,1.0,,0.0,Upper Body,Push,Bodybuilding
Double Dumbbell Seated Overhead Press,Beginner,Shoulders,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Double Dumbbell Overhead Press,Beginner,Shoulders,Dumbbell,2.0,,0.0,Upper Body,Push,Bodybuilding
Double Dumbbell Shrug,Beginner,Trapezius,Dumbbell,2.0,,0.0,Upper Body,Pull,Bodybuilding
Double Dumbbell Standing Scaption,Beginner,Shoulders,Dumbbell,2.0,,0.0,Upper Body,Unsorted*,Unsorted*
EZ Bar Kneeling Rollout,Intermediate,Abdominals,EZ Bar,1.0,,0.0,Midsection,Other,Unsorted*
EZ Bar Standing Rollout,Advanced,Abdominals,EZ Bar,1.0,,0.0,Midsection,Other,Unsorted*
Double Dumbbell Seated Scaption,Beginner,Shoulders,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Unsorted*,Unsorted*
Stability Ball Double Dumbbell Seated Scaption,Beginner,Shoulders,Stability Ball,1.0,Dumbbell,2.0,Upper Body,Unsorted*,Unsorted*
Alternating Double Dumbbell Bicep Curl,Beginner,Biceps,Dumbbell,2.0,,0.0,Upper Body,Pull,Bodybuilding
Alternating Double Dumbbell Incline Bench Bicep Curl,Beginner,Biceps,Dumbbell,2.0,Bench (Incline),1.0,Upper Body,Pull,Bodybuilding
Alternating Double Dumbbell Hammer Curl,Beginner,Biceps,Dumbbell,2.0,,0.0,Upper Body,Pull,Bodybuilding
Alternating Double Dumbbell Cross Body Hammer Curl,Beginner,Biceps,Dumbbell,2.0,,0.0,Upper Body,Pull,Bodybuilding
Single Arm Dumbbell Incline Bench Preacher Curl,Beginner,Biceps,Dumbbell,1.0,Bench (Incline),1.0,Upper Body,Pull,Bodybuilding
Dumbbell Crush Grip Bicep Curl,Beginner,Biceps,Dumbbell,1.0,,0.0,Upper Body,Pull,Bodybuilding
Double Dumbbell Zottman Curl,Beginner,Biceps,Dumbbell,2.0,,0.0,Upper Body,Pull,Bodybuilding
Dumbbell Waiter Curl,Beginner,Biceps,Dumbbell,1.0,,0.0,Upper Body,Pull,Bodybuilding
Cable Straight Bar Drag Curl,Beginner,Biceps,Cable,1.0,,0.0,Upper Body,Pull,Bodybuilding
Cable Rope Hammer Curl,Beginner,Biceps,Cable,1.0,,0.0,Upper Body,Pull,Bodybuilding
Kettlebell Goblet Alternating Lateral Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Suspension Bicep Curl,Beginner,Biceps,Suspension Trainer,1.0,,0.0,Upper Body,Pull,Unsorted*
Double Dumbbell Tricep Kickback,Beginner,Triceps,Dumbbell,2.0,,0.0,Upper Body,Push,Bodybuilding
Tire Jump,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Tire Jump Through,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Tire Broad Jump,Advanced,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Tire Step Up,Novice,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Unsorted*
Tire Alternating Step Up,Novice,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Unsorted*
Tire Alternating Toe Taps Around the World,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Dumbbell Seated Overhead Tricep Extension,Beginner,Triceps,Dumbbell,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Tire Lateral Jump Through,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Tire Carry,Intermediate,Forearms,Tire,1.0,,0.0,Full Body,Other,Unsorted*
Dumbbell Overhead Tricep Extension,Beginner,Triceps,Dumbbell,1.0,,0.0,Upper Body,Push,Bodybuilding
Double Dumbbell Close Grip Floor Press,Beginner,Triceps,Dumbbell,2.0,,0.0,Upper Body,Push,Bodybuilding
Barbell Back Rack Carry,Intermediate,Abdominals,Barbell,1.0,,0.0,Full Body,Other,Unsorted*
Single Arm Barbell Suitcase Carry,Intermediate,Forearms,Barbell,1.0,,0.0,Full Body,Other,Unsorted*
Suspension Bulgarian Split Squat,Intermediate,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Suspension Bulgarian Split Squat Jump,Advanced,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Plyometric
Bodyweight Lateral Bear Crawl,Novice,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Animal Flow
Bodyweight Step Up Jump,Intermediate,Quadriceps,Bodyweight,1.0,Plyo Box,1.0,Lower Body,Push,Plyometric
Tire Step Up Jump,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Bodyweight Alternating Step Up Jump,Intermediate,Quadriceps,Bodyweight,1.0,Plyo Box,1.0,Lower Body,Push,Plyometric
Tire Alternating Step Up Jump,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Barbell Power Clean to Push Press,Expert,Shoulders,Barbell,1.0,,0.0,Full Body,Push & Pull,Olympic Weightlifting
Double Dumbbell Close Grip Bench Press,Beginner,Triceps,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Double Clubbell Inside Pendulum,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Single Arm Clubbell Outside Pendulum,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Outside Pendulum,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Inside Pendulum to Outside Pendulum,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Clubbell Outside Pendulum,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Inside Circle,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Outside Circle,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Clubbell Side to Side Swing,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Double Dumbbell Close Grip Incline Bench Press,Beginner,Triceps,Dumbbell,2.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
Cable Rope Tricep Pushdown,Beginner,Triceps,Cable,1.0,,0.0,Upper Body,Push,Bodybuilding
Barbell Incline Push Up,Beginner,Chest,Barbell,1.0,,1.0,Upper Body,Push,Calisthenics
Bodyweight Kneeling Push Up,Beginner,Chest,Bodyweight,1.0,,0.0,Upper Body,Push,Calisthenics
Suspension Push Up,Beginner,Chest,Suspension Trainer,1.0,,0.0,Upper Body,Push,Unsorted*
Suspension Chest Fly,Beginner,Chest,Suspension Trainer,1.0,,0.0,Upper Body,Push,Unsorted*
Stability Ball Double Dumbbell Chest Fly,Beginner,Chest,Stability Ball,1.0,Dumbbell,2.0,Upper Body,Push,Unsorted*
Stability Ball Dumbbell Pullover,Beginner,Back,Stability Ball,1.0,Dumbbell,1.0,Upper Body,Pull,Bodybuilding
Tire Feet Elevated Glute Bridge,Novice,Glutes,Tire,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Double Dumbbell Incline Bench Chest Fly,Beginner,Chest,Dumbbell,2.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
Suspension Low Row,Beginner,Back,Suspension Trainer,1.0,,0.0,Upper Body,Pull,Unsorted*
Tire Flip,Advanced,Back,Tire,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Tire In and Out Jump Squat,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Plyometric
Kettlebell Goblet Alternating Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Feet Elevated Calf Raise,Novice,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Calf Raise,Beginner,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Suspension Mid Row,Beginner,Back,Suspension Trainer,1.0,,0.0,Upper Body,Pull,Unsorted*
Double Dumbbell Seated Calf Raise,Beginner,Calves,Dumbbell,2.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Barbell Seated Calf Raise,Novice,Calves,Barbell,1.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Double Clubbell Order Feet Elevated Calf Raise,Novice,Calves,Clubbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Clubbell Order Calf Raise,Beginner,Calves,Clubbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Clubbell Order Feet Elevated Calf Raise,Novice,Calves,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Clubbell Order Calf Raise,Beginner,Calves,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Feet Elevated Calf Raise,Novice,Calves,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Calf Raise,Beginner,Calves,Clubbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Hand Assisted Feet Elevated Calf Raise,Beginner,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Hand Assisted Calf Raise,Beginner,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Calf Raise,Beginner,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Hand Assisted Foot Elevated Single Leg Calf Raise,Novice,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Hand Assisted Single Leg Calf Raise,Novice,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Single Leg Calf Raise,Novice,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Feet Elevated Calf Raise,Intermediate,Calves,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Goblet Alternating Reverse Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell L Sit Flutter Kicks,Advanced,Abdominals,Kettlebell,2.0,,0.0,Midsection,Other,Calisthenics
Double Dumbbell Front Rack Feet Elevated Calf Raise,Novice,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Calf Raise,Beginner,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Back Rack Feet Elevated Calf Raise,Intermediate,Calves,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Tire Mountain Climber,Novice,Abdominals,Tire,1.0,,0.0,Midsection,Other,Calisthenics
Bodyweight Wall Supported Tibialis Raise,Beginner,Shins,Bodyweight,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Cable Seated Tibialis Raise,Novice,Shins,Cable,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Cable Seated Single Leg Tibialis Raise,Novice,Shins,Cable,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Kettlebell Goblet Walking Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Dumbbell Seated Tibialis Raise,Novice,Shins,Dumbbell,1.0,Bench (Flat),1.0,Lower Body,Unsorted*,Unsorted*
Kettlebell Horn Grip Alternating Lateral Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Low Hold Alternating Lateral Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Seated Feet Elevated Calf Raise,Beginner,Calves,Dumbbell,2.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Barbell Seated Feet Elevated Calf Raise,Novice,Calves,Barbell,1.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Kettlebell Horn Grip Alternating Forward Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Tire Leg Press,Intermediate,Quadriceps,Tire,1.0,,0.0,Lower Body,Push,Bodybuilding
Cable Split Squat Isometric Pallof Press,Intermediate,Abdominals,Cable,1.0,,0.0,Full Body,Other,Balance
Bodyweight Split Squat Isometric Calf Raise,Intermediate,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Balance
Bodyweight Split Squat Isometric Foot Elevated Calf Raise,Intermediate,Calves,Bodyweight,1.0,,0.0,Lower Body,Push,Balance
Double Dumbbell Suitcase Split Squat Isometric Calf Raise,Advanced,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Balance
Double Dumbbell Suitcase Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Balance
Kettlebell Horn Grip Alternating Reverse Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Horn Grip Walking Lunge,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Back Rack  Split Squat Isometric Calf Raise,Advanced,Calves,Barbell,1.0,,0.0,Lower Body,Push,Balance
Barbell Back Rack Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Barbell,1.0,,0.0,Lower Body,Push,Balance
Barbell Front Rack Split Squat Isometric Calf Raise,Advanced,Calves,Barbell,1.0,,0.0,Lower Body,Push,Balance
Barbell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Barbell,1.0,,0.0,Lower Body,Push,Balance
Single Arm Dumbbell Suitcase Hand Assisted Ipsilateral Foot Elevated Single Leg Calf Raise,Novice,Calves,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Straddle L Sit,Advanced,Abdominals,Kettlebell,2.0,,0.0,Midsection,Other,Calisthenics
Double Dumbbell Front Rack Split Squat Isometric Calf Raise,Advanced,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Balance
Double Dumbbell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Dumbbell,2.0,,0.0,Lower Body,Push,Balance
Single Arm Kettlebell Front Rack Low Switch Cossack Squat,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Front Rack Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Jump Squat,Intermediate,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Plyometric
Double Dumbbell Suitcase Alternating Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Cable V Grip Seated Low Row,Beginner,Back,Cable,1.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Resistance Band Half Kneeling Face Pull,Beginner,Shoulders,Resistance Band,1.0,,0.0,Upper Body,Pull,Unsorted*
Bodyweight Prone Cobra,Beginner,Back,Bodyweight,1.0,,0.0,Upper Body,Unsorted*,Postural
Barbell Hang Power Snatch,Advanced,Glutes,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Barbell Hang Squat Snatch,Advanced,Quadriceps,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Double Dumbbell Seated Reverse Fly,Beginner,Shoulders,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Single Arm Dumbbell Seated Concentration Curl,Beginner,Biceps,Dumbbell,1.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Alternating Double Dumbbell Seated Bicep Curl,Beginner,Biceps,Dumbbell,2.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Alternating Double Dumbbell Front Raise,Beginner,Shoulders,Dumbbell,2.0,,0.0,Upper Body,Push,Bodybuilding
Cable Wide Grip Lat Pulldown,Beginner,Back,Cable,1.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Cable Reverse Grip Lat Pulldown,Beginner,Back,Cable,1.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Cable V Grip Lat Pulldown,Beginner,Back,Cable,1.0,Bench (Flat),1.0,Upper Body,Pull,Bodybuilding
Bodyweight Bicycle Crunch,Novice,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Unsorted*
Bodyweight Broad Jump,Intermediate,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Plyometric
